title,romanized,productId,platform,gameFilename,thumbnailFilename,manualFilename,musicFilename,Store Page
アメリカントラック,American Truck,1706,PC-6001mkII,TEL0069a.bin,TEL0069.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1706
アラモ,Aramo,1592,MSX,CBR1001a.bin,CBR1001.bmp,CBR1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1592
アルギースの翼,Arguice no Tsubasa,144,PC-8801,KSK0001a.bin,KSK0001.bmp,KSK0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=144
アルギースの翼,Arguice no Tsubasa,977,PC-9801,KSK0025a.bin,KSK0025.bmp,KSK0025m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=977
アルギースの翼,Arguice no Tsubasa,1163,MSX2,KSK1008a.bin,KSK1008.bmp,KSK1008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1163
アルギースの翼,Arguice no Tsubasa,1282,PC-8801,KSK0034a.bin,KSK0034.bmp,KSK0034m.bin,KSK0034d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1282
アルゴー,Argo,27,PC-8801,KUR0001a.bin,KUR0001.bmp,KUR0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=27
アルゴー,Argo,1511,PC-8801,KUR0020a.bin,KUR0020.bmp,KUR0020m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1511
アルバートオデッセイ ,Albert Odyssey,878,SFC,SNT0008a.bin,SNT0008.bmp,SNT0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=878
アルバトロス,Albatross,261,MSX,TEL1012a.bin,TEL1012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=261
アルファックスZ,Alphax Z,1717,Arcade,WDP0003a.bin,WDP0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1717
アレスタ,Aleste,430,MSX2,COM1016a.bin,COM1016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=430
アレスタ,Aleste,975,MSX2,COM1016a.bin,COM1016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=975
アレスタ ,Aleste,954,MSX2,COM1016a.bin,COM1016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=954
アレスタ（英語版）  ,Aleste (Eigo-ban),733,MSX2,COM1021a.bin,COM1021.bmp,COM1021m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=733
アレスタ1・2PLUS,Aleste 1 & 2 Plus,597,MSX2,PCOM0011a.bin,PCOM0011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=597
アレスタ２,Aleste 2,431,MSX2,COM1017a.bin,COM1017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=431
アレスタ２,Aleste 2,976,MSX2,COM1017a.bin,COM1017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=976
アレスタ2（英語版）  ,Aleste 2 (Eigo-ban),758,MSX2,COM1022a.bin,COM1022.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=758
アンティ,Anty,215,MSX,BOT1011a.bin,BOT1011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=215
アンティ,Anty,899,MSX,BOT1011a.bin,BOT1011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=899
アンデッドライン,Undead Line,1513,MSX2,TAE1011a.bin,TAE1011.bmp,TAE1011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1513
アンデッドライン,Undead Line,1647,Mega Drive,TAE0044a.bin,TAE0044.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1647
アンデッドライン,Undead Line,1699,MSX2,TAE1011a.bin,TAE1011.bmp,TAE1011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1699
イー・アル・カンフー,Yie Ar Kung Fu,1221,MSX,KNM1011a.bin,KNM1011.bmp,KNM1011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1221
イーガー皇帝の逆襲 イー・アル・カンフーII,Yie-Gah-koutei no Gyakushuu - Yie Ar Kung Fu 2,1229,MSX,KNM1018a.bin,KNM1018.bmp,KNM1018m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1229
イース,Ys,73,FM77AV,FAL0017a.bin,FAL0017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=73
イース,Ys,86,MSX2,FAL1001a.bin,FAL1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=86
イース,Ys,93,PC-8801,FAL0001a.bin,FAL0001.bmp,FAL0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=93
イース,Ancient Ys Vanished Omen - Ys,522,PC-8801mkIISR,FAL0051a.bin,FAL0051.bmp,FAL0051m.bin,FAL0051d.bin,https://www.amusement-center.com/project/egg/game/?product_id=522
イース,Ys,523,FM77AV,FAL0052a.bin,FAL0052.bmp,FAL0052m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=523
イース,Ys,524,MSX2,FAL1051a.bin,FAL1051.bmp,FAL1051m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=524
イース,Ys,685,PC-9801,FAL0084a.bin,FAL0084.bmp,FAL0084m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=685
イース,Ys,1190,FM77AV,FAL0103a.bin,FAL0103.bmp,FAL0103m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1190
イース,Ys,1398,MSX2,FAL1058a.bin,FAL1058.bmp,FAL1058m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1398
イース,Ys,1440,PC-9801,FAL0124a.bin,FAL0124.bmp,FAL0124m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1440
イースII,Ys II,78,FM77AV,FAL0019a.bin,FAL0019.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=78
イースII,Ys II,87,MSX2,FAL1002a.bin,FAL1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=87
イースII,Ys II,90,PC-8801,FAL0011a.bin,FAL0011.bmp,FAL0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=90
イースII,Ys II,525,PC-8801,FAL0053a.bin,FAL0053.bmp,FAL0053m.bin,FAL0053d.bin,https://www.amusement-center.com/project/egg/game/?product_id=525
イースII,Ys II,526,MSX2,FAL1052a.bin,FAL1052.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=526
イースII,Ys II,527,FM77AV,FAL0054a.bin,FAL0054.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=527
イースII,Ys II,693,PC-9801,FAL0086a.bin,FAL0086.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=693
イースII,Ys II,1191,FM77AV,FAL0104a.bin,FAL0104.bmp,FAL0104m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1191
イースII,Ys II,1402,MSX2,FAL1059a.bin,FAL1059.bmp,FAL1059m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1402
イースII,Ys II,1445,PC-9801,FAL0125a.bin,FAL0125.bmp,FAL0125m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1445
イースII,Ys II,1493,PC-8801,FAL0132a.bin,FAL0132.bmp,FAL0132m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1493
イースⅤ 失われた砂の都ケフィン ,Ys V - Ushinawareta Suna no Miyako Kefin,888,SFC,FAL0100a.bin,FAL0100.bmp,FAL0100m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=888
イース大全集 〜Ys complete works 〜,Ys Daizenshuu - Ys Complete Works,638,Other,PFAL0001a.bin,PFAL0001.bmp,PFAL0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=638
いっき,Ikki,827,FC,SNT0001a.bin,SNT0001.bmp,SNT0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=827
いっき,Ikki,1422,Arcade,SNT0027a.bin,SNT0027.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1422
インペリアルフォース,Imperial Wars,1007,PC-9801,SYS0037a.bin,SYS0037.bmp,SYS0037m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1007
インペリアルフォース,Imperial Wars,1348,X68000,SYS0054a.bin,SYS0054.bmp,SYS0054m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1348
ヴァリスIII ,Valis III,1010,Mega Drive,TEL0043a.bin,TEL0043.bmp,TEL0043m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1010
ヴァルナ,Varna,163,PC-8801,SAC0007a.bin,SAC0007.bmp,SAC0007m.bin,SAC0007d.bin,https://www.amusement-center.com/project/egg/game/?product_id=163
ヴァルナ,Varna,1771,PC-8801,SAC0007a.bin,SAC0007.bmp,SAC0007m.bin,SAC0007d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1771
ヴィクセン357,Vixen 357,1443,Mega Drive,NCS0039a.bin,NCS0039.bmp,NCS0039m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1443
ウィニングショット,Winning Shot,1400,PC Engine,GMD0028a.bin,GMD0028.bmp,GMD0028m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1400
ウィバーン,Wibarm,691,PC-8801,ARS0001a.bin,ARS0001.bmp,ARS0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=691
ヴェルスナーグ戦乱,Versnag Senran,547,X68000,FAM0007a.bin,FAM0007.bmp,FAM0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=547
ウォーニング,Warning,1671,PC-8801,COS0014a.bin,COS0014.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1671
ウォーニング TYPE68,Warning Type 68,1304,X68000,COS0006a.bin,COS0006.bmp,COS0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1304
ウォーニング TYPE68,Warning Type 68,1756,X68000,COS0006a.bin,COS0006.bmp,COS0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1756
ヴォルガード,Volguard,180,FM-7,DBS0006a.bin,DBS0006.bmp,DBS0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=180
ヴォルガード,Volguard,311,PC-6001mkII,DBS0008a.bin,DBS0008.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=311
ヴォルガード,Volguard,1694,PC-6001mkII,DBS0012a.bin,DBS0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1694
ウサギの国のカンガルーレース ワラビー!!,Wallaby!! - Usagi no Kuni no Kangaroo Race,1364,PC Engine,NCS0033a.bin,NCS0033.bmp,NCS0033m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1364
うさ雀 覇邪王の復活,Usa Jong - Haja-ou no Fukkatsu,1439,MSX2,COM1033a.bin,COM1033.bmp,COM1033m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1439
うさ雀 覇邪王の復活,Usa Jong - Haja-ou no Fukkatsu,1510,MSX2,COM1033a.bin,COM1033.bmp,COM1033m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1510
うさ雀外伝 俺が切り札！,Usa Jong - Ore ga Kirifuda!,1122,PC-9801,COM0063a.bin,COM0063.bmp,COM0063m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1122
うさ雀外伝 俺が切り札！ ,Usa Jong - Ore ga Kirifuda!,1017,PC-9801,COM0063a.bin,COM0063.bmp,COM0063m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1017
ウシャス,Usas,1291,MSX2,KNM1019a.bin,KNM1019.bmp,KNM1019m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1291
うっでいぽこ,Woody Poco,185,MSX2,DBS1005a.bin,DBS1005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=185
うっでぃぽこ,Woody Poco,187,FM77AV,DBS0002a.bin,DBS0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=187
うっでいぽこ,Woody Poco,1492,MSX2,DBS0011a.bin,DBS0011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1492
エアーコンバットII,Air Combat II,662,PC-9801,SYS0031a.bin,SYS0031.bmp,SYS0031m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=662
エアーコンバットIII,Air Combat III,666,PC-9801,SYS0032a.bin,SYS0032.bmp,SYS0032m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=666
エアロクロス,Aero-Cross,1606,Arcade,BNE0003a.bin,BNE0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1606
エアロブラスターズ,Aero Blasters,1211,Mega Drive,KNK0002a.bin,KNK0002.bmp,KNK0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1211
エグザイル 〜時の狭間へ〜,Exile - Toki no Hazama,1224,Mega Drive,TEL0051a.bin,TEL0051.bmp,TEL0051m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1224
エグザイル 〜時の狭間へ〜,Exile - Toki no Hazama,1328,PC Engine,TEL0060a.bin,TEL0060.bmp,TEL0060m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1328
エクスランダー,Ex-Lander - Aoki no Monshou no Kishidan,629,PC-9801,PMCV0001a.bin,PMCV0001.bmp,PMCV0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=629
エクセリオン ,Exerion,849,FC,JLC0001a.bin,JLC0001.bmp,JLC0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=849
エスパー無宿,Esper Mushuku,998,PC-9801,COM0048a.bin,COM0048.bmp,COM0048m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=998
エスパー無宿 ,Esper Mushuku,889,PC-9801,COM0048a.bin,COM0048.bmp,COM0048m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=889
エスパ冒険隊,Esper Boukentai,873,FC,JLC0009a.bin,JLC0009.bmp,JLC0009m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=873
エテミブル −天壌無窮−,Etemible - Tenjou Mukyuu,1240,PC-9801,GDA0003a.bin,GDA0003.bmp,GDA0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1240
エナジー,Energy,1323,PC Engine,NCS0025a.bin,NCS0025.bmp,NCS0025m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1323
エリュシオン,Elysion,36,PC-9801,SYS0009a.bin,SYS0009.bmp,SYS0009m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=36
エル・ヴィエント,El Viento,1370,Mega Drive,TEL2006a.bin,TEL2006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1370
エルステディア,Oerstedia,665,PC-9801,FUG0004a.bin,FUG0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=665
エルスリード,Elthlead,386,MSX2,NCS1001a.bin,NCS1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=386
エルスリード,Elthlead,504,PC-8801,NCS0009a.bin,NCS0009.bmp,,NCS0009d.bin,https://www.amusement-center.com/project/egg/game/?product_id=504
エルスリード,Elthlead,1638,MSX2,NCS1002a.bin,NCS1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1638
エレベータアクション＆ジャイロダイン／タイトーＭＳＸコレクション１,Elevator Action & Gyrodine - Taito MSX Collection 1,639,MSX,PTIT0003a.bin,PTIT0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=639
エレベータアクション＆ビクトリアスナイン／タイトー８８コレクション２,Elevator Action & Gyrodine - Taito 88 Collection,631,PC-8801,PTIT0002a.bin,PTIT0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=631
オーバーライド,Override,1406,PC Engine,GMD0029a.bin,GMD0029.bmp,GMD0029m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1406
オホーツクに消ゆ,Okhota ni Kiyu,277,PC-8801,EBS0001a.bin,EBS0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=277
オルテウスII,Olteus II,1448,X68000,WIN0005a.bin,WIN0005.bmp,WIN0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1448
オルテウスII,Olteus II,1612,X68000,WIN0008a.bin,WIN0008.bmp,WIN0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1612
カース,Curse,1114,Mega Drive,MCN0001a.bin,MCN0001.bmp,MCN0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1114
ガーディック,Guardic,541,MSX,COM1018a.bin,COM1018.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=541
ガーディック,Guardic,1356,MSX,COM1018a.bin,COM1018.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1356
カーマイン,Carmine,241,PC-8801,MIC0014a.bin,MIC0014.bmp,,MIC0014d.bin,https://www.amusement-center.com/project/egg/game/?product_id=241
カーマイン,Carmine,441,X1,MIC0023a.bin,MIC0023.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=441
カーマイン,Carmine,1119,PC-9801,MIC0037a.bin,MIC0037.bmp,MIC0037m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1119
ガイアの紋章,Gaia no Monshou,489,PC-8801,NCS0006a.bin,NCS0006.bmp,,NCS0006d.bin,https://www.amusement-center.com/project/egg/game/?product_id=489
ガイアの紋章,Gaia no Monshou,1368,PC Engine,NCS0034a.bin,NCS0034.bmp,NCS0034m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1368
ガイアレス,Gaiares,973,Mega Drive,TEL0045a.bin,TEL0045.bmp,TEL0045m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=973
ガイフレーム,Gaiframe,501,PC-8801,NCS0008a.bin,NCS0008.bmp,NCS0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=501
ガイフレーム,Gaiframe,1396,PC Engine,NCS0036a.bin,NCS0036.bmp,NCS0036m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1396
カサブランカに愛を,Casablanca ni Ai o,166,PC-8801,THR0002a.bin,THR0002.bmp,THR0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=166
カサブランカに愛を,Casablanca ni Ai o,170,X68000,THR0006a.bin,THR0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=170
カサブランカに愛を,Casablanca ni Ai o,371,MSX2,THR1001a.bin,THR1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=371
カサブランカに愛を,Casablanca ni Ai o,1431,PC-8801,THR0011a.bin,THR0011.bmp,THR0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1431
カサブランカに愛を,Casablanca ni Ai o,1508,MSX2,THR1002a.bin,THR1002.bmp,THR1002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1508
カサブランカに愛を ,Casablanca ni Ai o,1016,PC-9801,THR0008a.bin,THR0008.bmp,THR0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1016
ガルケーブ,Gulkave,1577,MSX,COM1043a.bin,COM1043.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1577
ガルケーブ,Gulkave,1668,MSX,COM1043a.bin,COM1043.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1668
カルノフ,Karnov,1565,Arcade,PPD0001a.bin,PPD0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1565
カルノフ,Karnov,1591,FC,PPD0005a.bin,PPD0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1591
カレイジアスペルセウス,Courageous Perseus,31,PC-8801,COS0002a.bin,COS0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=31
カレイジアスペルセウス,Courageous Perseus,1552,PC-8801,COS0010a.bin,COS0010.bmp,COS0010m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1552
カレイジアスペルセウス,Courageous Perseus,1749,MSX,COS1003a.bin,COS1003.bmp,COS1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1749
カレイドスコープ#1、#2（発汗惑星）,"Kaleidoscope #1, #2 (Hakkan Wakusei)",98,PC-8801,HOT0002a.bin,HOT0002.bmp,HOT0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=98
かわいそう物語,Kawaisou Monogatari,34,PC-8801,SYS0002a.bin,SYS0002.bmp,SYS0002m.bin,SYS0002d.bin,https://www.amusement-center.com/project/egg/game/?product_id=34
かわいそう物語,Kawaisou Monogatari,1212,PC-8801,SYS0050a.bin,SYS0050.bmp,SYS0050m.bin,SYS0050d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1212
かんしゃく玉なげカン太郎の東海道五十三次,Kanshakudama Nage Kantarou no Toukaidou Gojuusan Tsugi,831,FC,SNT0014a.bin,SNT0014.bmp,SNT0014m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=831
ガンマー5,Gamma 5,438,PC-8801,KUR0012a.bin,KUR0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=438
キーパー,Keeper,1802,X68000,SCS0001a.bin,SCS0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1802
ギミック,Gimmick!,853,FC,SNT0005a.bin,SNT0005.bmp,SNT0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=853
キャプテン ラング,Captain Lang,1465,Mega Drive,GMD0031a.bin,GMD0031.bmp,GMD0031m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1465
ギャラクシーファイト ,Galaxy Fight,1040,NEOGEO,SNT0021a.bin,SNT0021.bmp,SNT0021m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1040
ギャラクシーファイト ,Galaxy Fight,1046,NEOGEO,SNT0021a.bin,SNT0021.bmp,SNT0021m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1046
キャリーラボ1，100円セット【2021夏のトリプルキャンペーン限定】,"Carry lab 1,000-en Set (2021 Natsu no Triple Campaign Gentei)",1640,Other,CAR0006a.bin,CAR0006.bmp,CAR0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1640
ギャルッぽクラブ,Gal-ppo Club,605,PC-8801,PMIC0001a.bin,PMIC0001.bmp,PMIC0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=605
キャンペーン版大戦略II,Campaign-ban Daisakusen II,492,MSX2,SYS1003a.bin,SYS1003.bmp,SYS1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=492
キャンペーン版大戦略II,Campaign-ban Daisakusen II,497,PC-8801,SYS0008a.bin,SYS0008.bmp,SYS0008m.bin,SYS0008d.bin,https://www.amusement-center.com/project/egg/game/?product_id=497
キャンペーン版大戦略II,Campaign-ban Daisakusen II,518,X68000,SYS0012a.bin,SYS0012.bmp,SYS0012m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=518
キャンペーン版大戦略II,Campaign-ban Daisakusen II,1433,MSX2,SYS1007a.bin,SYS1007.bmp,SYS1007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1433
キングオブボクサー,King of Boxer,1695,Arcade,WDP0002a.bin,WDP0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1695
キングフラッピー,King Flappy,188,PC-8801,DBS0004a.bin,DBS0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=188
キングフラッピー,King Flappy,1487,PC-8801,DBS0010a.bin,DBS0010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1487
クイズつなひきチャンプ,Quiz Tsunahiki Champ,1271,Windows,COM5039a.bin,,COM5039m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1271
クウ ツー,Ku Two,312,X68000,PHA0004a.bin,PHA0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=312
クオンパ,Cu-On-Pa,1773,SFC,TAE0052a.bin,TAE0052.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1773
グラディウス,Gradius,1150,PC Engine,KNM0001a.bin,KNM0001.bmp,KNM0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1150
グラディウス2,Gradius 2,1244,MSX,KNM1003a.bin,KNM1003.bmp,KNM1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1244
グラナダ,Granada,269,X68000,TEL0018a.bin,TEL0018.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=269
グラナダ,Granada,1005,Mega Drive,TEL0044a.bin,TEL0044.bmp,TEL0044m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1005
グリーンクリスタル,Green Crystal,1430,MSX2,COM1031a.bin,COM1031.bmp,COM1031m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1430
クリスタルソフト1，100円セット【2021夏のトリプルキャンペーン限定】,"Xtal Soft 1, 100-en Set (2021 Natsu no Triple Campaign Gentei)",1641,Other,XTA0028a.bin,XTA0028.bmp,XTA0028m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1641
クリスタルチェイサー,Crystal Chaser,1412,PC-9801,TEH0001a.bin,TEH0001.bmp,TEH0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1412
クリスタルチェイサー デモディスク,Crystal Chaser Demo Disc,1415,PC-9801,TEH0002a.bin,TEH0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1415
クリムゾン,Crimson,135,PC-8801,XTA0009a.bin,XTA0009.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=135
クリムゾン,Crimson,505,MSX2,XTA1002a.bin,XTA1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=505
クリムゾン,Crimson,1168,PC-8801mkIISR,XTA0017a.bin,XTA0017.bmp,XTA0017m.bin,XTA0017d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1168
クリムゾン,Crimson,1675,MSX2,XTA1002a.bin,XTA1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1675
クリムゾン,Crimson,1794,PC-8801mkIISR,XTA0035a.bin,XTA0035.bmp,XTA0035m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1794
クリムゾンII,Crimson II,129,PC-8801,XTA0004a.bin,XTA0004.bmp,XTA0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=129
クリムゾンII,Crimson II,511,MSX2,XTA1003a.bin,XTA1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=511
クリムゾンII,Crimson II,1685,MSX2,XTA1003a.bin,XTA1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1685
クリムゾンII −邪神の逆襲−,Crimson II - Jashin no Gyakushuu,1121,PC-8801,XTA0015a.bin,XTA0015.bmp,XTA0015m.bin,XTA0015d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1121
クリムゾンIII,Crimson III,137,PC-8801,XTA0013a.bin,XTA0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=137
クリムゾンIII,Crimson III,653,MSX2,XTA1004a.bin,XTA1004.bmp,XTA1004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=653
クリムゾンIII,Crimson III,1696,MSX2,XTA1004a.bin,XTA1004.bmp,XTA1004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1696
クリムゾンIII,Crimson III,1801,PC-8801mkIISR,XTA0036a.bin,XTA0036.bmp,XTA0036m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1801
クルードバスター,Crude Buster,848,Mega Drive,GMD0011a.bin,GMD0011.bmp,GMD0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=848
クルセーダー,Crusader,1703,MSX,COM1054a.bin,COM1054.bmp,COM1054m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1703
グレーテストドライバー,Greatest Driver,346,MSX2,TAE1006a.bin,TAE1006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=346
クレアスター,Crusader,459,PC-9801,BOT0025a.bin,BOT0025.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=459
クレアスター,Crusader,1680,PC-9801,BOT0025a.bin,BOT0025.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1680
クレイジークライマー,Crazy Climber,1206,FC,NTB0006a.bin,NTB0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1206
